PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
871,3,0,3,0,0,0,3
872,1,1,5,1,1,0,3
873,1,0,3,0,0,0,3
874,3,0,5,0,0,0,3
875,2,1,3,1,0,0,1
876,3,1,2,0,0,0,1
877,3,0,2,0,0,0,3
878,3,0,2,0,0,0,3
879,3,0,0,0,0,0,3
880,1,1,6,0,1,0,1
881,2,1,3,0,1,0,3
882,3,0,3,0,0,0,3
883,3,1,2,0,0,0,3
884,2,0,3,0,0,0,3
885,3,0,3,0,0,0,3
886,3,1,4,0,5,0,2
887,2,0,3,0,0,0,3
888,1,1,2,0,0,0,3
889,3,1,0,1,2,0,3
890,1,0,3,0,0,0,1
891,3,0,3,0,0,0,2
